,,,,,,,,,,% of FGA by Distance,,,,,,FG% by Distance,,,,,,% of FG Ast'd,,Dunks,,Corner 3s,,Heaves,,
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,10-Mar,16-Oct,16-3P,3P,2P,0-3,10-Mar,16-Oct,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
279,De'Anthony Melton,20,PHO,PG,50,31,984,0.391,13.7,0.629,0.281,0.156,0.102,0.09,0.371,0.441,0.569,0.35,0.462,0.174,0.305,0.338,1,0.031,8,0.274,0.385,0,0,
280,Shabazz Napier,27,BRK,PG,56,2,983,0.389,17.2,0.476,0.189,0.11,0.094,0.083,0.524,0.449,0.585,0.292,0.415,0.389,0.333,0.237,0.592,0,0,0.118,0.37,1,0,
281,Danuel House Jr.,25,HOU,SF,39,13,979,0.468,18.3,0.294,0.218,0.06,0.012,0.004,0.706,0.595,0.673,0.4,0,1,0.416,0.773,0.919,0.063,14,0.427,0.395,0,0,
282,Ian Clark,27,NOP,SG,60,6,973,0.394,17.6,0.473,0.133,0.17,0.086,0.084,0.527,0.47,0.608,0.385,0.515,0.375,0.327,0.576,0.848,0,0,0.243,0.367,0,0,
283,Thon Maker,21,2TM,PF,64,5,972,0.407,16.2,0.429,0.257,0.112,0.026,0.034,0.571,0.522,0.623,0.4,0.429,0.222,0.32,0.85,1,0.104,24,0.431,0.379,0,0,
283,Thon Maker,21,MIL,C,35,0,409,0.44,16.1,0.418,0.291,0.09,0.015,0.022,0.582,0.589,0.641,0.417,1,0.333,0.333,0.879,1,0.112,12,0.423,0.485,0,0,
283,Thon Maker,21,DET,PF,29,5,563,0.373,16.3,0.44,0.224,0.134,0.037,0.045,0.56,0.458,0.6,0.389,0.2,0.167,0.307,0.815,1,0.097,12,0.44,0.273,0,0,
284,Shaun Livingston,33,GSW,PG,64,0,967,0.519,8.8,0.99,0.31,0.219,0.419,0.043,0.01,0.524,0.677,0.478,0.432,0.556,0,0.541,,0.124,23,0,,2,0,
285,Elie Okobo,21,PHO,PG,53,16,958,0.393,15.5,0.545,0.241,0.124,0.11,0.069,0.455,0.475,0.643,0.306,0.375,0.35,0.295,0.453,0.795,0.024,7,0.106,0.286,1,0,
286,Jerian Grant,26,ORL,PG,60,1,939,0.418,18.3,0.5,0.109,0.118,0.132,0.141,0.5,0.473,0.708,0.346,0.414,0.452,0.364,0.288,0.775,0.005,1,0.127,0.429,0,0,
287,Jahlil Okafor,23,NOP,C,59,24,935,0.586,4.6,0.986,0.514,0.378,0.086,0.008,0.014,0.591,0.683,0.489,0.484,0.667,0.2,0.493,1,0.122,39,0,,0,0,
288,Dante Cunningham,31,SAS,PF,64,21,928,0.475,13.7,0.589,0.291,0.152,0.063,0.082,0.411,0.484,0.63,0.375,0.6,0.077,0.462,0.578,0.967,0.063,8,0.631,0.415,1,0,
289,Daniel Theis,26,BOS,C,66,2,908,0.549,10.1,0.748,0.47,0.128,0.071,0.079,0.252,0.603,0.76,0.353,0.316,0.333,0.388,0.792,0.962,0.214,52,0.06,0,0,0,
290,Frank Ntilikina,20,NYK,PG,43,16,904,0.337,16.6,0.592,0.152,0.117,0.202,0.121,0.408,0.371,0.488,0.303,0.368,0.294,0.287,0.29,0.727,0.011,2,0.209,0.25,1,0,
291,Cheick Diallo,22,NOP,PF,64,1,896,0.62,6.3,0.985,0.48,0.292,0.148,0.066,0.015,0.625,0.746,0.532,0.5,0.444,0.25,0.826,1,0.096,26,0.5,0,1,0,
292,Chandler Hutchison,22,CHI,SF,44,14,895,0.459,9.6,0.761,0.435,0.258,0.048,0.019,0.239,0.516,0.593,0.444,0.1,0.75,0.28,0.622,1,0.091,16,0.44,0.273,3,0,
293,D.J. Wilson,22,MIL,PF,48,3,882,0.414,15.7,0.494,0.239,0.124,0.08,0.052,0.506,0.468,0.567,0.387,0.35,0.385,0.362,0.776,0.957,0.096,17,0.394,0.38,0,0,
294,Zaza Pachulia,34,DET,C,68,3,878,0.44,7.1,0.979,0.523,0.212,0.098,0.145,0.021,0.45,0.564,0.244,0.632,0.214,0,0.624,,0.021,4,0,,4,0,
295,Meyers Leonard,26,POR,C,61,2,878,0.545,14.5,0.541,0.331,0.095,0.079,0.037,0.459,0.626,0.775,0.348,0.526,0.222,0.45,0.817,0.94,0.227,48,0.126,0.5,1,0,
296,Solomon Hill,27,NOP,SF,44,15,878,0.382,16.7,0.433,0.23,0.112,0.056,0.034,0.567,0.468,0.61,0.3,0.4,0.167,0.317,0.694,1,0.045,7,0.366,0.378,1,0,
297,Tyson Chandler,36,2TM,C,55,6,875,0.616,1.6,0.99,0.838,0.141,0,0.01,0.01,0.622,0.663,0.429,,0,0,0.672,,0.424,37,0,,0,0,
297,Tyson Chandler,36,PHO,C,7,0,89,0.667,1.1,1,1,0,0,0,0,0.667,0.667,,,,,0.75,,0.583,6,,,0,0,
297,Tyson Chandler,36,LAL,C,48,6,786,0.609,2.2,0.989,0.816,0.161,0,0.011,0.011,0.616,0.662,0.429,,0,0,0.66,,0.402,31,0,,0,0,
298,Patrick Patterson,29,OKC,PF,63,5,861,0.374,17.9,0.374,0.16,0.1,0.091,0.023,0.626,0.439,0.571,0.273,0.4,0.4,0.336,0.722,1,0.027,6,0.314,0.302,0,0,
299,C.J. Miles,31,2TM,SF,53,1,856,0.36,19.6,0.347,0.129,0.077,0.068,0.074,0.653,0.417,0.475,0.292,0.381,0.478,0.33,0.667,0.97,0.013,3,0.227,0.391,1,0,
299,C.J. Miles,31,TOR,SF,40,1,562,0.34,19.7,0.335,0.131,0.087,0.058,0.058,0.665,0.391,0.481,0.278,0.333,0.417,0.314,0.593,0.953,0.019,3,0.241,0.394,1,0,
299,C.J. Miles,31,MEM,SF,13,0,294,0.4,19.4,0.371,0.124,0.057,0.086,0.105,0.629,0.462,0.462,0.333,0.444,0.545,0.364,0.778,1,0,0,0.197,0.385,0,0,
300,Antonio Blakeney,22,CHI,SG,57,3,829,0.419,14.1,0.77,0.157,0.167,0.253,0.194,0.23,0.426,0.645,0.424,0.34,0.364,0.396,0.385,0.833,0.023,9,0.418,0.5,1,0,
301,Dragan Bender,21,PHO,PF,46,27,826,0.447,14,0.487,0.376,0.096,0.005,0.01,0.513,0.688,0.784,0.421,0,0,0.218,0.682,1,0.071,14,0.257,0.231,0,0,
302,Aron Baynes,32,BOS,C,51,18,821,0.471,9.9,0.726,0.462,0.157,0.072,0.036,0.274,0.519,0.573,0.429,0.5,0.25,0.344,0.667,1,0.121,22,0.18,0.364,0,0,
303,Harry Giles,20,SAC,PF,58,0,820,0.503,7.1,0.983,0.394,0.325,0.161,0.103,0.017,0.512,0.686,0.416,0.393,0.333,0,0.651,,0.124,37,0.333,0,1,0,
304,Willy Hernangómez,24,CHO,C,58,3,812,0.519,6.3,0.868,0.553,0.268,0.031,0.017,0.132,0.539,0.607,0.418,0.667,0,0.385,0.659,1,0.095,25,0.128,0.4,0,0,
305,Matthew Dellavedova,28,2TM,PG,48,0,812,0.405,18.4,0.463,0.124,0.211,0.091,0.037,0.537,0.482,0.567,0.471,0.409,0.444,0.338,0.278,0.773,0,0,0.054,0.143,4,0,
305,Matthew Dellavedova,28,MIL,PG,12,0,97,0.316,18.9,0.421,0.105,0.158,0.053,0.105,0.579,0.25,0,0.333,1,0,0.364,0,1,0,0,0.091,0,0,0,
305,Matthew Dellavedova,28,CLE,PG,36,0,715,0.413,18,0.466,0.126,0.215,0.094,0.031,0.534,0.5,0.607,0.479,0.381,0.571,0.336,0.288,0.75,0,0,0.05,0.167,4,0,
306,Omari Spellman,21,ATL,PF,46,11,805,0.402,14.6,0.475,0.336,0.086,0.033,0.02,0.525,0.466,0.561,0.143,0.125,0.8,0.344,0.685,1,0.131,25,0.344,0.432,0,0,
307,Bruno Caboclo,23,MEM,PF,34,19,800,0.427,15.8,0.422,0.276,0.12,0.013,0.013,0.578,0.505,0.597,0.296,0,1,0.369,0.667,0.979,0.053,10,0.4,0.327,1,0,
308,Dirk Nowitzki,40,DAL,PF,51,20,795,0.359,20.9,0.455,0.011,0.064,0.144,0.237,0.545,0.415,0.75,0.292,0.481,0.393,0.312,0.817,1,0.005,2,0.098,0.35,1,0,AS
309,Jordan Bell,24,GSW,C,68,3,788,0.516,8.1,0.99,0.484,0.109,0.172,0.224,0.01,0.521,0.688,0.381,0.455,0.279,0,0.737,,0.198,32,0,,1,0,
310,Sam Dekker,24,2TM,PF,47,5,788,0.469,9.8,0.758,0.516,0.129,0.047,0.066,0.242,0.521,0.674,0.121,0.25,0.294,0.306,0.723,0.947,0.137,33,0.226,0.357,0,0,
310,Sam Dekker,24,CLE,PF,9,5,169,0.458,10.2,0.729,0.5,0.083,0.083,0.063,0.271,0.486,0.667,0,0,0.333,0.385,0.647,1,0.167,7,0.154,0.5,0,0,
310,Sam Dekker,24,WAS,PF,38,0,619,0.471,9.5,0.764,0.519,0.139,0.038,0.067,0.236,0.528,0.676,0.138,0.375,0.286,0.286,0.738,0.929,0.13,26,0.245,0.333,0,0,
311,Luke Kornet,23,NYK,C,46,18,784,0.378,20,0.318,0.138,0.053,0.102,0.025,0.682,0.411,0.564,0.333,0.276,0.286,0.363,0.595,0.986,0.039,9,0.13,0.44,0,0,
312,Bismack Biyombo,26,CHO,C,54,32,783,0.571,4.2,1,0.647,0.224,0.083,0.045,0,0.571,0.673,0.4,0.385,0.286,,0.764,,0.231,32,,,0,0,
313,Lance Thomas,30,NYK,PF,46,17,783,0.396,15.1,0.599,0.218,0.137,0.076,0.168,0.401,0.475,0.651,0.333,0.333,0.424,0.278,0.732,1,0.056,8,0.544,0.302,0,0,
314,DeMarcus Cousins,28,GSW,C,30,30,771,0.48,10.1,0.744,0.415,0.251,0.035,0.043,0.256,0.551,0.656,0.441,0.385,0.313,0.274,0.566,1,0.067,23,0.042,0,0,0,
315,Mo Bamba,20,ORL,C,47,1,766,0.481,12.5,0.712,0.35,0.144,0.078,0.14,0.288,0.555,0.788,0.286,0.263,0.412,0.3,0.656,0.952,0.148,34,0.257,0.333,1,0,
316,Troy Daniels,27,PHO,SG,51,1,760,0.411,21.3,0.295,0.076,0.062,0.033,0.124,0.705,0.481,0.476,0.471,0.556,0.471,0.381,0.59,0.851,0,0,0.216,0.5,0,0,
317,Dwayne Bacon,23,CHO,SG,43,13,759,0.475,13,0.661,0.288,0.179,0.121,0.074,0.339,0.494,0.73,0.304,0.355,0.263,0.437,0.607,0.737,0.027,7,0.299,0.462,0,0,
318,Frank Kaminsky,25,CHO,C,47,0,755,0.463,14.7,0.534,0.258,0.208,0.044,0.023,0.466,0.553,0.649,0.565,0.231,0,0.36,0.716,1,0.013,4,0.079,0.091,0,0,
319,J.J. Barea,34,DAL,PG,38,0,752,0.418,14.1,0.668,0.203,0.221,0.138,0.106,0.332,0.479,0.654,0.341,0.472,0.439,0.297,0.163,0.447,0,0,0.055,0.286,0,0,
320,Marcin Gortat,34,LAC,C,47,43,751,0.532,4.9,1,0.5,0.312,0.177,0.011,0,0.532,0.645,0.466,0.333,0.5,,0.818,,0.07,9,,,0,0,
321,Cristiano Felício,26,CHI,C,60,0,746,0.531,3.9,0.978,0.693,0.196,0.045,0.045,0.022,0.543,0.645,0.257,0.5,0.25,0,0.695,,0.145,22,0,,0,0,
322,Chasson Randle,25,WAS,PG,49,2,743,0.419,15.9,0.47,0.258,0.129,0.032,0.051,0.53,0.441,0.607,0.286,0.143,0.182,0.4,0.533,0.696,0.005,0,0.209,0.333,0,0,
323,Brandon Knight,27,2TM,PG,39,26,736,0.381,18.8,0.504,0.119,0.138,0.142,0.104,0.496,0.443,0.548,0.306,0.324,0.667,0.318,0.207,0.585,0,0,0.147,0.211,0,0,
323,Brandon Knight,27,HOU,PG,12,0,118,0.234,20.8,0.319,0.043,0.106,0.106,0.064,0.681,0.4,1,0.4,0.2,0.333,0.156,0.5,0.6,0,0,0.125,0,0,0,
323,Brandon Knight,27,CLE,PG,27,26,618,0.413,16.9,0.545,0.136,0.146,0.15,0.113,0.455,0.448,0.517,0.29,0.344,0.708,0.371,0.173,0.583,0,0,0.155,0.267,0,0,
324,Troy Brown Jr.,19,WAS,SF,52,10,730,0.415,12.9,0.705,0.269,0.218,0.09,0.128,0.295,0.455,0.714,0.275,0.19,0.4,0.319,0.6,1,0.064,12,0.246,0.412,1,0,
325,Kenneth Faried,29,2TM,C,37,13,728,0.589,4.9,0.906,0.649,0.226,0.019,0.011,0.094,0.617,0.698,0.367,0.8,0.667,0.32,0.716,1,0.249,56,0.32,0.375,1,0,
325,Kenneth Faried,29,BRK,C,12,0,118,0.595,5,0.881,0.643,0.214,0.024,0,0.119,0.649,0.741,0.333,1,,0.2,0.708,1,0.286,10,0.6,0.333,0,0,
325,Kenneth Faried,29,HOU,C,25,13,610,0.587,4.9,0.91,0.65,0.229,0.018,0.013,0.09,0.611,0.69,0.373,0.75,0.667,0.35,0.718,1,0.242,46,0.25,0.4,1,0,
326,Ivan Rabb,21,MEM,PF,49,13,721,0.547,7.6,0.929,0.429,0.269,0.09,0.142,0.071,0.574,0.692,0.596,0.526,0.2,0.2,0.664,1,0.108,22,0.4,0,0,0,
327,Treveon Graham,25,BRK,SG,35,21,715,0.335,19.3,0.33,0.11,0.115,0.094,0.01,0.67,0.413,0.524,0.318,0.444,0,0.297,0.654,1,0,0,0.305,0.205,0,0,
328,Cameron Payne,24,2TM,PG,40,13,712,0.43,14.9,0.623,0.247,0.175,0.121,0.081,0.377,0.511,0.545,0.59,0.407,0.389,0.298,0.296,0.64,0,0,0.179,0.4,1,0,
328,Cameron Payne,24,CHI,PG,31,12,536,0.411,13.6,0.649,0.28,0.173,0.119,0.077,0.351,0.486,0.532,0.552,0.3,0.462,0.271,0.302,0.688,0,0,0.169,0.5,1,0,
328,Cameron Payne,24,CLE,PG,9,1,176,0.491,16.3,0.545,0.145,0.182,0.127,0.091,0.455,0.6,0.625,0.7,0.714,0.2,0.36,0.278,0.556,0,0,0.2,0.2,0,0,
329,Tyler Dorsey,22,2TM,SG,48,11,698,0.405,15.6,0.5,0.242,0.114,0.038,0.106,0.5,0.477,0.609,0.333,0.3,0.393,0.333,0.524,0.932,0.004,1,0.205,0.296,0,0,
329,Tyler Dorsey,22,ATL,SG,27,0,251,0.36,13.9,0.562,0.326,0.135,0.034,0.067,0.438,0.44,0.655,0.167,0,0.167,0.256,0.727,1,0.011,1,0.231,0.111,0,0,
329,Tyler Dorsey,22,MEM,SG,21,11,447,0.429,17.3,0.469,0.2,0.103,0.04,0.126,0.531,0.5,0.571,0.444,0.429,0.455,0.366,0.415,0.912,0,0,0.194,0.389,0,0,
330,Abdel Nader,25,OKC,SF,61,1,694,0.423,13.6,0.535,0.353,0.149,0.014,0.019,0.465,0.513,0.553,0.469,0,0.5,0.32,0.492,0.969,0.028,5,0.4,0.375,1,0,
331,Joakim Noah,33,MEM,C,42,1,693,0.516,3.9,0.995,0.695,0.211,0.019,0.07,0.005,0.519,0.622,0.311,0,0.267,0,0.736,,0.211,41,0,,1,0,
332,Boban Marjanović,30,2TM,C,58,12,681,0.615,5.4,0.962,0.558,0.262,0.1,0.042,0.038,0.624,0.731,0.471,0.577,0.273,0.4,0.66,1,0.158,37,0.3,1,0,0,
332,Boban Marjanović,30,LAC,C,36,9,376,0.607,4,0.986,0.657,0.214,0.079,0.036,0.014,0.616,0.696,0.467,0.545,0.2,0,0.624,,0.179,22,0,,0,0,
332,Boban Marjanović,30,PHI,C,22,3,305,0.625,6.8,0.933,0.442,0.317,0.125,0.05,0.067,0.634,0.792,0.474,0.6,0.333,0.5,0.704,1,0.133,15,0.375,1,0,0,
333,Furkan Korkmaz,21,PHI,SG,48,7,679,0.4,18.5,0.412,0.167,0.102,0.09,0.053,0.588,0.505,0.732,0.4,0.318,0.308,0.326,0.647,0.979,0.041,8,0.181,0.385,3,0,
334,Devonte' Graham,23,CHO,PG,46,3,676,0.343,18.4,0.44,0.194,0.079,0.083,0.083,0.56,0.421,0.548,0.294,0.278,0.389,0.281,0.3,0.765,0,0,0.157,0.421,5,0,
335,Timothé Luwawu-Cabarrot,23,2TM,SF,50,7,669,0.376,15.4,0.468,0.312,0.05,0.046,0.06,0.532,0.451,0.574,0,0.2,0.385,0.31,0.674,1,0.037,5,0.397,0.37,1,0,
335,Timothé Luwawu-Cabarrot,23,OKC,SF,21,1,123,0.302,14.6,0.488,0.395,0.023,0.047,0.023,0.512,0.381,0.471,0,0,0,0.227,0.75,1,0.023,0,0.5,0.364,0,0,
335,Timothé Luwawu-Cabarrot,23,CHI,SF,29,6,546,0.394,16.1,0.463,0.291,0.057,0.046,0.069,0.537,0.469,0.608,0,0.25,0.417,0.33,0.658,1,0.04,5,0.372,0.371,1,0,
336,Dante Exum,23,UTA,PG,42,1,664,0.419,9,0.743,0.444,0.266,0.025,0.008,0.257,0.464,0.551,0.297,0.667,0.5,0.29,0.337,0.944,0.066,13,0.516,0.313,0,0,
337,Jerryd Bayless,30,MIN,PG,34,6,657,0.357,17.1,0.574,0.17,0.096,0.087,0.222,0.426,0.402,0.462,0.364,0.2,0.451,0.296,0.321,0.724,0,0,0.133,0.231,1,0,
338,Aaron Holiday,22,IND,PG,50,0,646,0.401,17.7,0.515,0.183,0.111,0.076,0.145,0.485,0.459,0.604,0.345,0.4,0.395,0.339,0.387,0.791,0.011,2,0.102,0.385,1,0,
339,Khem Birch,26,ORL,C,50,1,643,0.603,3.5,0.993,0.603,0.351,0.026,0.013,0.007,0.607,0.714,0.453,0.5,0,0,0.725,,0.272,38,0,,0,0,
340,Gary Clark,24,HOU,PF,51,2,641,0.331,23.5,0.086,0.06,0.02,0.007,0,0.914,0.692,0.889,0.333,0,,0.297,0.556,0.927,0.02,2,0.283,0.179,0,0,
341,Jonah Bolden,23,PHI,PF,44,10,639,0.494,16.3,0.407,0.333,0.037,0.019,0.019,0.593,0.697,0.796,0.333,0,0.333,0.354,0.739,1,0.086,13,0.198,0.368,0,0,
342,José Calderón,37,DET,PG,49,0,632,0.375,19.1,0.525,0.1,0.058,0.108,0.258,0.475,0.492,0.583,0.286,0.308,0.581,0.246,0.258,1,0,0,0.14,0.25,1,0,
343,Isaiah Canaan,27,3TM,PG,30,16,629,0.39,19.3,0.415,0.244,0.067,0.049,0.055,0.585,0.441,0.45,0.273,0.5,0.556,0.354,0.3,0.735,0,0,0.26,0.4,0,0,
343,Isaiah Canaan,27,PHO,PG,19,15,503,0.395,16.9,0.442,0.256,0.07,0.054,0.062,0.558,0.456,0.424,0.333,0.571,0.625,0.347,0.346,0.8,0,0,0.264,0.421,0,0,
343,Isaiah Canaan,27,MIN,PG,7,1,95,0.379,18.9,0.345,0.241,0.034,0.034,0.034,0.655,0.4,0.571,0,0,0,0.368,0,0.571,0,0,0.263,0.4,0,0,
343,Isaiah Canaan,27,MIL,PG,4,0,31,0.333,22.2,0.167,0,0.167,0,0,0.833,0,,0,,,0.4,,0.5,0,0,0.2,0,0,0,
344,Tyrone Wallace,24,LAC,PG,62,0,628,0.424,7.4,0.912,0.313,0.433,0.134,0.032,0.088,0.444,0.544,0.362,0.483,0.429,0.211,0.545,1,0.023,5,0.421,0.375,0,0,
345,Glenn Robinson III,25,DET,SF,47,18,610,0.42,13.6,0.648,0.222,0.21,0.114,0.102,0.352,0.491,0.744,0.324,0.25,0.556,0.29,0.839,0.944,0.051,8,0.516,0.25,0,0,
346,Thabo Sefolosha,34,UTA,SF,50,2,609,0.477,15.5,0.477,0.262,0.107,0.04,0.067,0.523,0.521,0.59,0.5,0.333,0.4,0.436,0.811,0.971,0.04,4,0.564,0.432,0,0,
347,Kevin Love,30,CLE,PF,22,21,598,0.385,16.7,0.481,0.212,0.12,0.078,0.071,0.519,0.412,0.517,0.412,0.273,0.25,0.361,0.518,0.906,0.014,4,0.197,0.448,0,0,
348,Semi Ojeleye,24,BOS,PF,56,3,594,0.424,16.7,0.437,0.272,0.076,0.044,0.044,0.563,0.565,0.721,0.417,0.143,0.286,0.315,0.692,0.929,0.057,9,0.36,0.344,1,0,
349,Álex Abrines,25,OKC,SG,31,2,588,0.357,22.3,0.191,0.102,0.025,0.019,0.045,0.809,0.5,0.5,0.5,0.333,0.571,0.323,0.8,0.951,0.006,1,0.205,0.385,2,0,
350,Jevon Carter,23,MEM,PG,39,3,577,0.303,19,0.449,0.146,0.049,0.108,0.146,0.551,0.265,0.296,0.333,0.25,0.222,0.333,0.227,0.676,0.005,1,0.304,0.355,2,0,
351,Isaiah Briscoe,22,ORL,PG,39,0,559,0.399,13,0.754,0.29,0.152,0.065,0.246,0.246,0.423,0.625,0.429,0.111,0.265,0.324,0.205,0.909,0.014,2,0.324,0.273,0,0,
352,Nenê,36,HOU,C,42,2,546,0.517,7.8,0.974,0.388,0.293,0.103,0.19,0.026,0.531,0.8,0.294,0.333,0.455,0,0.783,,0.112,12,0,,0,0,
353,Wesley Johnson,31,2TM,SF,38,13,534,0.352,19.9,0.406,0.102,0.031,0.086,0.188,0.594,0.385,0.769,0.25,0.091,0.333,0.329,0.65,0.92,0.023,3,0.526,0.225,0,0,
353,Wesley Johnson,31,NOP,SF,26,13,377,0.398,19,0.432,0.125,0.034,0.068,0.205,0.568,0.421,0.818,0,0.167,0.333,0.38,0.625,0.895,0.034,3,0.5,0.32,0,0,
353,Wesley Johnson,31,WAS,SF,12,0,157,0.25,20.7,0.35,0.05,0.025,0.125,0.15,0.65,0.286,0.5,1,0,0.333,0.231,0.75,1,0,0,0.577,0.067,0,0,
354,Alex Caruso,24,LAL,PG,25,4,531,0.445,11.5,0.711,0.393,0.15,0.104,0.064,0.289,0.431,0.559,0.308,0.222,0.273,0.48,0.415,0.667,0.046,5,0.22,0.273,0,0,
355,Amir Johnson,31,PHI,C,51,6,529,0.503,9.7,0.745,0.427,0.28,0.019,0.019,0.255,0.573,0.687,0.409,0.667,0.333,0.3,0.687,1,0.089,12,0.175,0.143,1,0,
356,Hamidou Diallo,20,OKC,SG,51,3,526,0.455,6.3,0.855,0.624,0.145,0.061,0.024,0.145,0.504,0.583,0.25,0.2,0.75,0.167,0.592,1,0.139,22,0.833,0.2,0,0,
357,T.J. Leaf,21,IND,PF,58,1,522,0.541,8.1,0.831,0.421,0.311,0.082,0.016,0.169,0.599,0.727,0.526,0.267,0.333,0.258,0.604,0.875,0.087,16,0.226,0.286,0,0,
358,Omri Casspi,30,MEM,SF,36,0,520,0.534,9.1,0.733,0.46,0.255,0.019,0,0.267,0.602,0.784,0.317,0,,0.349,0.761,1,0.099,16,0.14,0.333,0,0,
359,Georges Niang,25,UTA,PF,59,0,516,0.475,16.7,0.42,0.16,0.182,0.061,0.017,0.58,0.566,0.69,0.515,0.545,0,0.41,0.512,0.953,0.006,1,0.4,0.381,0,0,
360,Keita Bates-Diop,23,MIN,SF,30,3,503,0.423,13.2,0.634,0.345,0.127,0.077,0.085,0.366,0.522,0.735,0.278,0.273,0.25,0.25,0.745,1,0.035,5,0.365,0.211,1,0,
361,Kosta Koufos,29,SAC,C,42,1,502,0.477,5.9,1,0.307,0.503,0.176,0.013,0,0.477,0.617,0.364,0.519,1,,0.74,,0.046,5,,,0,0,
362,Marquese Chriss,21,2TM,PF,43,2,499,0.372,12.2,0.6,0.428,0.144,0.022,0.006,0.4,0.472,0.545,0.308,0.25,0,0.222,0.647,1,0.194,24,0.333,0.292,0,0,
362,Marquese Chriss,21,HOU,PF,16,0,104,0.324,12.7,0.559,0.471,0.088,0,0,0.441,0.526,0.563,0.333,,,0.067,0.9,1,0.324,8,0.067,0,0,0,
362,Marquese Chriss,21,CLE,PF,27,2,395,0.384,11.6,0.61,0.418,0.158,0.027,0.007,0.39,0.461,0.541,0.304,0.25,0,0.263,0.585,1,0.164,16,0.404,0.304,0,0,
363,Ian Mahinmi,32,WAS,C,34,6,498,0.452,6.8,0.846,0.471,0.346,0.029,0,0.154,0.5,0.612,0.389,0,,0.188,0.614,1,0.125,10,0.563,0.222,0,0,
364,Chandler Parsons,30,MEM,SF,25,3,496,0.374,17.1,0.484,0.176,0.121,0.099,0.088,0.516,0.443,0.531,0.455,0.278,0.438,0.309,0.667,0.828,0.005,1,0.223,0.238,0,0,
365,Corey Brewer,32,2TM,SF,31,3,492,0.431,11.6,0.642,0.423,0.138,0.041,0.041,0.358,0.494,0.673,0.118,0.2,0.2,0.318,0.718,1,0.057,7,0.386,0.294,0,0,
365,Corey Brewer,32,PHI,SF,7,3,140,0.408,10.3,0.714,0.449,0.163,0.082,0.02,0.286,0.457,0.682,0.125,0,0,0.286,0.813,1,0.061,3,0.286,0,0,0,
365,Corey Brewer,32,SAC,SF,24,0,352,0.446,12.9,0.595,0.405,0.122,0.014,0.054,0.405,0.523,0.667,0.111,1,0.25,0.333,0.652,1,0.054,4,0.433,0.385,0,0,
366,Greg Monroe,28,3TM,C,43,2,480,0.487,4.9,0.974,0.534,0.354,0.063,0.021,0.026,0.495,0.604,0.388,0.333,0,0.2,0.527,1,0.016,2,0,,0,0,
366,Greg Monroe,28,TOR,C,38,2,423,0.46,4.2,0.975,0.565,0.348,0.05,0.012,0.025,0.471,0.56,0.375,0.25,0,0,0.527,,0.019,2,0,,0,0,
366,Greg Monroe,28,BOS,C,2,0,5,0.6,3.3,1,0.4,0.6,0,0,0,0.6,1,0.333,,,,0,,0,0,,,0,0,
366,Greg Monroe,28,PHI,C,3,0,52,0.652,7.4,0.957,0.348,0.348,0.174,0.087,0.043,0.636,1,0.5,0.5,0,1,0.643,1,0,0,0,,0,0,
367,Raul Neto,26,UTA,PG,37,1,474,0.46,12.9,0.627,0.304,0.161,0.124,0.037,0.373,0.535,0.694,0.385,0.45,0.167,0.333,0.278,0.8,0,0,0.35,0.381,0,0,
